"customerkey","name","gender","datefirstpurchase","addressline1","city","state","country","salesterritorykey"
11278,"Jonathan NULL Phillips","M","2020-09-16","8772 Rock Creek Way","Edmonds","Washington","United States",1
11279,"Amanda S Cook","F","2022-03-03","9187 Vista Del Sol","Everett","Washington","United States",1
11280,"Robert NULL Collins","M","2022-07-01","5271 Sierra Road","Lynnwood","Washington","United States",1
11281,"Megan J Barnes","F","2020-09-13","40 Ellis St.","Burbank","California","United States",4
11282,"Christian A Thomas","M","2020-08-31","5205 Coralie Drive","Burien","Washington","United States",1
11283,"Arturo NULL Lal","M","2022-05-29","4593 Mendouno Dr.","Berkeley","California","United States",4
11284,"Theresa NULL Serrano","F","2022-02-06","9007 S Royal Links Circle","Chula Vista","California","United States",4
11285,"Jeremy J Anderson","M","2022-07-27","7655 Greer Ave","Fremont","California","United States",4
11286,"Hunter D Griffin","M","2020-09-21","4079 Redbird Lane","Torrance","California","United States",4
11287,"Henry B Garcia","M","2022-01-29","3268 Hazelwood Lane","Cliffside","British Columbia","Canada",6
11288,"Cindy K Sanchez","F","2022-03-05","7062 Starflower Drive","Burbank","California","United States",4
11289,"Maria S Carter","F","2020-09-08","8603 Elmhurst Lane","Downey","California","United States",4
11290,"Katelyn NULL Sanchez","F","2020-09-20","8869 Climbing Vine Court","Lakewood","California","United States",4
11291,"Jenna NULL Wright","F","2020-09-04","232 Pinnacle Drive","Lemon Grove","California","United States",4
11292,"Seth NULL Phillips","M","2020-09-15","4361 Loftus Road","San Gabriel","California","United States",4
11293,"Luke S Long","M","2022-02-24","3177 Dover Way","Port Orchard","Washington","United States",1
11294,"Dalton P Clark","M","2022-09-25","4381 Amazonas","Issaquah","Washington","United States",1
11295,"Taylor G Lewis","F","2020-09-25","8827 Ward Court","Concord","California","United States",4
11296,"Haley NULL Richardson","F","2020-09-01","6203 Laurel Drive","Everett","Washington","United States",1
11297,"Noah NULL Coleman","M","2020-09-26","5562 Galindo Street","Burbank","California","United States",4
11298,"Jon NULL Luo","M","2020-09-12","3560 River Rock Lane","Chula Vista","California","United States",4
11299,"Orlando E Vazquez","M","2020-09-26","8547 Catherine Way","Burbank","California","United States",4
11300,"Fernando NULL Barnes","M","2022-01-31","7633 Greenhills Circle","N. Vancouver","British Columbia","Canada",6
11301,"Cameron L Rodriguez","M","2022-06-09","1217 Mariposa","Ballard","Washington","United States",1
11302,"Spencer NULL Russell","M","2020-09-06","2396 Mink Court","Corvallis","Oregon","United States",1
11303,"Julia NULL Coleman","F","2020-09-02","3128 Ramsey Circle","Edmonds","Washington","United States",1
11304,"Julia B Garcia","F","2022-03-20","6179 Mt. Hamilton Dr.","Portland","Oregon","United States",1
11305,"Sean A Evans","M","2022-03-25","7118 Elliott Dr.","Chula Vista","California","United States",4
11306,"Micah A Zhou","M","2022-06-30","6105 Brownstone Rd","Coronado","California","United States",4
11307,"Hunter P Rodriguez","M","2020-09-04","4343 Cook Street","Daly City","California","United States",4
11308,"Ian T Gonzales","M","2022-09-07","7122 Athene Dr.","Oregon City","Oregon","United States",1
11309,"Victoria NULL Lewis","F","2022-07-09","4426 Tanager Road","Beaverton","Oregon","United States",1
11310,"Erin A Sanders","F","2022-08-12","7541 Black Point Pl","San Francisco","California","United States",4
11311,"Gabrielle D Lopez","F","2022-04-18","8619 Parkside Dr.","Lynnwood","Washington","United States",1
11312,"Sara NULL Richardson","F","2022-05-17","7375 Kipling Court","Lynnwood","Washington","United States",1
11313,"Trevor NULL Jenkins","M","2022-05-07","4697 Yosemite Dr.","Port Orchard","Washington","United States",1
11314,"Mya NULL Flores","F","2022-02-25","8439 Rio Grande Drive","Issaquah","Washington","United States",1
11315,"Hailey J Ward","F","2022-05-20","6321 Maya","Port Orchard","Washington","United States",1
11316,"Luke NULL Allen","M","2022-01-12","419 Deermeadow Way","Langford","British Columbia","Canada",6
11317,"Victoria D Russell","F","2020-09-01","9268 Keller Ridge","Salem","Oregon","United States",1
11318,"Jessica NULL Wilson","F","2022-10-17","1652 Willcrest Circle","Edmonds","Washington","United States",1
11319,"Jade E Bailey","F","2020-09-09","8119 Northridge Ct","Oakland","California","United States",4
11320,"Morgan M Hill","F","2022-06-15","6951 Harmony Way","Glendale","California","United States",4
11321,"Terrance D Raman","M","2022-02-23","2297 Via Valencia","Burien","Washington","United States",1
11322,"Sydney NULL Garcia","F","2022-03-24","252 Hemlock Drive","Bremerton","Washington","United States",1
11323,"Jose NULL Patterson","M","2020-09-10","648 Newport Drive","Daly City","California","United States",4
11324,"Zachary NULL Anderson","M","2020-09-26","2476 Mt. Whitney Way","Glendale","California","United States",4
11325,"Elijah E Ross","M","2020-09-19","6679 Cornelius Dr","Seattle","Washington","United States",1
11326,"Rafael M Xie","M","2020-09-15","369 Peabody Road","Beverly Hills","California","United States",4
11327,"Jaime C Moreno","M","2020-09-26","83 Mountain View Blvd","Burbank","California","United States",4
11328,"Julian M Griffin","M","2022-01-05","7398 Withersed Lane","Newton","British Columbia","Canada",6
11329,"Andy NULL Alvarez","M","2020-09-25","9466 Morning Glory Dr.","Concord","California","United States",4
11330,"Ryan M Thompson","M","2022-02-12","3407 Pinon Dr.","Oak Bay","British Columbia","Canada",6
11331,"Samantha NULL Jenkins","F","2022-02-07","1046 Cloverleaf Circle","Shawnee","British Columbia","Canada",6
11332,"Deanna D Ramos","F","2020-10-15","Roßstr 9938","Berlin","Nordrhein-Westfalen","Germany",8
11333,"Emily R Miller","F","2020-03-21","9075 Calle Verde","Newcastle upon Tyne","England","United Kingdom",10
11334,"Nicole NULL Brown","F","2020-03-04","1135 W St.","Stoke-on-Trent","England","United Kingdom",10
11335,"Carla L Raman","F","2020-10-23","Winterfeldtstr 255","Hof","Bayern","Germany",8
11336,"Shaun NULL Raji","M","2021-09-27","44, rue du Départ","Paris","Seine (Paris)","France",7
11337,"Jerome NULL Romero","M","2020-03-09","7289 Brookview Dr.","Watford","England","United Kingdom",10
11338,"Frank F Navarro","M","2020-10-11","Buergermeister-ulrich-str 2987","Bonn","Nordrhein-Westfalen","Germany",8
11339,"Dennis M She","M","2021-10-07","828, rue de Berri","Paris","Seine (Paris)","France",7
11340,"Melody C Munoz","F","2021-10-27","9, avenue Reille","Paris","Seine (Paris)","France",7
11341,"Randy A Zeng","M","2020-04-11","2334 Brandywine Way","Cheltenham","England","United Kingdom",10
11342,"Marshall L Wang","M","2022-07-12","68062, rue des Grands Champs","Boulogne-sur-Mer","Pas de Calais","France",7
11343,"Arthur P Carlson","M","2020-04-04","6507 Fieldcrest Dr.","Oxon","England","United Kingdom",10
11344,"Jessie NULL Jimenez","F","2020-05-13","5723 C Wharton Way","Oxford","England","United Kingdom",10
11345,"Robin NULL Ramos","F","2021-10-22","6, rue de l´Esplanade","Tremblay-en-France","Seine Saint Denis","France",7
11346,"Deanna E Gutierrez","F","2021-10-01","Attaché de Presse","Paris","Seine (Paris)","France",7
11347,"Roy T Navarro","M","2022-03-16","Viktoria-Luise-Platz 43","Braunschweig","Nordrhein-Westfalen","Germany",8
11348,"Shawn NULL Rai","M","2022-03-31","Westheimer Straße 7606","Paderborn","Hamburg","Germany",8
11349,"Mindy J Luo","F","2023-01-13","Brunnenstr 7566","München","Hessen","Germany",8
11350,"Cara NULL Zhou","F","2022-02-05","7280 Greendell Pl","Peterborough","England","United Kingdom",10
11351,"Anne R Ramos","F","2020-06-12","7113 Eastgate Ave.","London","England","United Kingdom",10
11352,"Raymond A Rodriguez","M","2022-05-01","24, impasse Ste-Madeleine","Pantin","Seine Saint Denis","France",7
11353,"Carrie L Ortega","F","2020-06-12","1883 Cowell Rd.","Warrington","England","United Kingdom",10
11354,"Deanna NULL Suarez","F","2022-12-03","Dunckerstr 22525","Grevenbroich","Bayern","Germany",8
11355,"Roberto NULL Gutierrez","M","2022-09-26","3545 Chickpea Ct.","Wokingham","England","United Kingdom",10
11356,"Terrence NULL Carson","M","2020-05-10","6613 Thornhill Place","Lavender Bay","New South Wales","Australia",9
11357,"Ramon NULL Ye","M","2020-06-18","3245 Vista Oak Dr.","Caloundra","Queensland","Australia",9
11358,"Cynthia NULL Malhotra","F","2020-06-28","6757 Pamplona Ct.","Coffs Harbour","New South Wales","Australia",9
11359,"Jarrod NULL Prasad","M","2020-06-13","7657 H St.","Malabar","New South Wales","Australia",9
11360,"Tyrone NULL Serrano","M","2020-06-27","3767 View Dr.","Rockhampton","Queensland","Australia",9
11361,"Cindy G Ramos","F","2022-10-01","6565 Jamie Way","Newcastle","New South Wales","Australia",9
11362,"Damien M Shan","M","2022-03-29","5312 Riverwood Circle","Cranbourne","Victoria","Australia",9
11363,"Julian NULL Ross","M","2020-06-08","3346 Larkwood Ct.","Melbourne","Victoria","Australia",9
11364,"Jennifer NULL Collins","F","2020-06-07","4536 Killdeer Court","Geelong","Victoria","Australia",9
11365,"Brittney NULL Sun","F","2020-05-31","8856 Mt. Wilson Way","Findon","South Australia","Australia",9
11366,"Virginia R Patel","F","2022-06-24","3118 Creekside Drive","Seaford","Victoria","Australia",9
11367,"Calvin J Nara","M","2022-07-07","5795 Morning Glory Dr.","North Sydney","New South Wales","Australia",9
11368,"Edward NULL Miller","M","2020-06-24","598 Limeridge Drive","Rockhampton","Queensland","Australia",9
11369,"Ashlee D Tang","F","2022-07-05","4111 Vista Diablo","Findon","South Australia","Australia",9
11370,"Alicia NULL Xu","F","2022-07-13","3743 Grenadine Way","South Melbourne","Victoria","Australia",9
11371,"Lacey C Jai","F","2022-11-07","6208 Prestwick Dr.","Rockhampton","Queensland","Australia",9
11372,"Wendy H Romero","F","2020-06-07","24 San Vincente Drive","Brisbane","Queensland","Australia",9
11373,"Carly H Luo","F","2022-08-27","Hellweg 4644","Salzgitter","Hessen","Germany",8
11374,"Jimmy M Ortega","M","2022-04-15","Postfach 11 11 22","Werne","Nordrhein-Westfalen","Germany",8
11375,"Francisco NULL Martinez","M","2022-10-17","5508 Glenmount Dr.","High Wycombe","England","United Kingdom",10
11376,"Lance NULL Vazquez","M","2022-10-15","9159 Shepberry Court","Liverpool","England","United Kingdom",10
11377,"David R. Robinett","M","2022-02-28","Pappelallee 6667","Solingen","Nordrhein-Westfalen","Germany",8
11378,"Shannon NULL Liang","F","2021-10-17","7445 Meaham Drive","Metz","Moselle","France",7
11379,"Gary NULL Vazquez","M","2021-10-02","5, rue de la Cavalerie","Boulogne-Billancourt","Hauts de Seine","France",7
11380,"Mitchell L Kumar","M","2020-10-11","Husemann Straße 6464","Saarlouis","Saarland","Germany",8
11381,"Meredith NULL Raman","F","2020-06-12","6092 Chestnut","London","England","United Kingdom",10
11382,"Edward NULL Patterson","M","2021-11-03","211, avenue Foch","Roubaix","Nord","France",7
11383,"Marie NULL Gill","F","2023-01-01","571, rue Malar","Roissy en Brie","Seine et Marne","France",7
11384,"Tiffany E Wang","F","2022-08-02","5, rue Malar","Les Ulis","Essonne","France",7
11385,"Miguel C Allen","M","2022-07-06","6834 Violetta","York","England","United Kingdom",10
11386,"Jaclyn NULL Cai","F","2022-11-02","Postfach 55 00 00","Darmstadt","Hessen","Germany",8
11387,"Megan C Ramirez","F","2020-07-26","507 Sahara Drive","Gateshead","England","United Kingdom",10
11388,"Joseph NULL Martin","M","2020-07-03","7028 San Gabriel Dr.","York","England","United Kingdom",10
11389,"Karl J Shan","M","2022-11-17","Nollendorfplatz 48","Duesseldorf","Hessen","Germany",8
11390,"Christine J Raji","F","2022-11-07","11, boulevard Tremblay","Saint Germain en Laye","Yveline","France",7
11391,"Lindsay T Xie","F","2022-10-26","Am Grossen Dern 4624","Salzgitter","Hessen","Germany",8
11392,"Willie NULL Zhao","M","2022-03-29","Königstr 282","Frankfurt","Hessen","Germany",8
11393,"Kurt B Pal","M","2022-07-16","55, avenue de l´ Union Centrale","Saint Ouen","Loir et Cher","France",7
11394,"George NULL McDonald","M","2020-07-04","9186 West Boyd Rd.","Milton Keynes","England","United Kingdom",10
11395,"Beth C Gutierrez","F","2020-11-14","Rehstr 1346","Frankfurt","Bayern","Germany",8
11396,"Ian G Lopez","M","2022-10-26","Zur Lindung 6","Saarlouis","Saarland","Germany",8
11397,"Latoya R Shan","F","2022-07-07","Attaché de Presse","Paris","Seine (Paris)","France",7
11398,"Colin N Nath","M","2020-07-03","8900 Escobar","Newcastle upon Tyne","England","United Kingdom",10
11399,"Brenda F Mehta","F","2022-04-13","11, avenue du Port","Paris","Seine (Paris)","France",7
11400,"Franklin NULL Raji","M","2020-07-15","3477 Mt. Washington Way","London","England","United Kingdom",10
11401,"Linda NULL Navarro","F","2021-10-28","6, route de Marseille","Paris","Seine (Paris)","France",7
11402,"Kelli R Cai","F","2021-11-07","1216, place de la Concorde","Orleans","Loiret","France",7
11403,"Nancy NULL Schmidt","F","2021-10-28","340, boulevard d´Albi","Saint Ouen","Charente-Maritime","France",7
11404,"Megan E Taylor","F","2022-02-10","Berliner Platz 43","Kassel","Hessen","Germany",8
11405,"Bonnie NULL Goel","F","2022-03-31","Carlsplatz 89","Bonn","Hamburg","Germany",8
11406,"Latoya L Xu","F","2021-11-04","101, rue de Terre Neuve","Paris","Seine (Paris)","France",7
11407,"Mario NULL She","M","2022-06-23","Conesweg 720","Münster","Saarland","Germany",8
11408,"Darren M Gill","M","2022-03-05","8132 Twincreek Ct","London","England","United Kingdom",10
11409,"Jacqueline H Hayes","F","2021-11-17","33, rue Georges-Clémenceau","Saint Germain en Laye","Yveline","France",7
11410,"Maurice NULL Goel","M","2021-11-13","15, avenue de la Gare","Paris","Seine (Paris)","France",7
11411,"Devin A Ross","M","2022-08-04","Postenweg 2428","Ingolstadt","Bayern","Germany",8
11412,"Sydney S Bryant","F","2020-11-05","Postfach 99 92 92","Ingolstadt","Bayern","Germany",8
11413,"Megan L Stewart","F","2020-08-10","8192 Seagull Court","Gateshead","England","United Kingdom",10
11414,"Ian NULL Richardson","M","2020-08-13","726 W. Buchanan Rd.","Kirkby","England","United Kingdom",10
11415,"Randy H She","M","2022-08-16","Roßstr 5538","Darmstadt","Hessen","Germany",8
11416,"Katrina NULL Becker","F","2021-11-07","8205, rue Malar","Croix","Nord","France",7
11417,"Lacey C Zheng","F","2021-11-04","4, rue de Linois","Pantin","Seine Saint Denis","France",7
11418,"Rafael J Hu","M","2022-12-17","Zeiter Weg 7765","Paderborn","Nordrhein-Westfalen","Germany",8
11419,"Kyle D Scott","M","2022-03-12","9381 Alpine Rd.","Watford","England","United Kingdom",10
11420,"Jordan C Turner","M","2021-11-01","100, rue Maillard","Roubaix","Nord","France",7
11421,"Amy C Sun","F","2020-11-03","Am Karlshof 2500","Offenbach","Saarland","Germany",8
11422,"Dustin F Deng","M","2020-08-22","8185 Sol Street","Liverpool","England","United Kingdom",10
11423,"Jasmine NULL Stewart","F","2020-12-10","Heidestieg Straße 8224","Hamburg","Hamburg","Germany",8
11424,"Pamela S Garcia","F","2022-04-21","Postfach 11 09 99","Berlin","Saarland","Germany",8
11425,"Ariana D Gray","F","2021-11-22","3675 Palms Dr","Metz","Moselle","France",7
11426,"Kristopher NULL Mehta","M","2022-04-09","Herzogstr 328","Braunschweig","Nordrhein-Westfalen","Germany",8
11427,"Desiree S Dominguez","F","2020-12-20","Holzstr 4222","Kiel","Saarland","Germany",8
11428,"Deanna NULL Perez","F","2020-12-05","Marienplatz 56","Poing","Saarland","Germany",8
11429,"Marco NULL Lopez","M","2021-12-14","313, rue de l'Espace De Schengen","Sèvres","Hauts de Seine","France",7
11430,"Casey K Yuan","F","2022-03-19","Hunzinger Allee 153","Bottrop","Nordrhein-Westfalen","Germany",8
